rule_key,module,bucket,distinctScenarioCount,totalFindingCount,expectedMatchCount,unexpectedMatchCount,noisyMatchCount,mustNotFindViolationCount,sameSurfaceExtraCount,sameFileDifferentSignalCount,reviewOnlyCount,explainabilityGapCount,regexOnlyCount,hybridCount,semanticCount,astCount,regexOnlyOnlyExercised,scenarios,title,severity,finding_kind,family,language
guardian.new-relic-user-api-key,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,New Relic User API Key,HIGH,SECRET,new-relic-user-api-key,
guardian.notion-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Notion API Token,HIGH,SECRET,notion-api-token,
guardian.npm-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,NPM Access Token,HIGH,SECRET,npm-access-token,
guardian.nuget-config-password,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Nuget Config Password,HIGH,SECRET,nuget-config-password,
guardian.nytimes-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Nytimes Access Token,HIGH,SECRET,nytimes-access-token,
guardian.octopus-deploy-api-key,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Octopus Deploy API Key,HIGH,SECRET,octopus-deploy-api-key,
guardian.okta-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Okta Access Token,HIGH,SECRET,okta-access-token,
guardian.openai-api-key,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Openai API Key,HIGH,SECRET,openai-api-key,
guardian.openshift-user-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Openshift User Token,HIGH,SECRET,openshift-user-token,
guardian.perplexity-api-key,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Perplexity API Key,HIGH,SECRET,perplexity-api-key,
guardian.pkcs12-file,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Pkcs12 File,CRITICAL,SECRET,pkcs12-file,
guardian.plaid-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Plaid API Token,HIGH,SECRET,plaid-api-token,
guardian.plaid-client-id,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Plaid Client ID,HIGH,SECRET,plaid-client-id,
guardian.plaid-secret-key,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Plaid Secret Key,CRITICAL,SECRET,plaid-secret-key,
guardian.planetscale-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Planetscale API Token,HIGH,SECRET,planetscale-api-token,
guardian.planetscale-oauth-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Planetscale OAUTH Token,HIGH,SECRET,planetscale-oauth-token,
guardian.planetscale-password,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Planetscale Password,HIGH,SECRET,planetscale-password,
guardian.postman-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Postman API Token,HIGH,SECRET,postman-api-token,
guardian.prefect-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Prefect API Token,HIGH,SECRET,prefect-api-token,
guardian.private-key,guardian,mixed_exercised,13,42,10,10,10,0,0,0,0,0,42,0,0,0,true,G-V1-CONFIG-004;G-V1-JAVA-001;G-V1-TS-003;G-V2-HIST-003;G-V2-HIST-008;G-V2-HIST-015;M-V8-001;M-V8-003;M-V8-005;M-V8-007;M-V8-009;M-V8-011;M-V8-012,Private Key,CRITICAL,SECRET,private-key,
guardian.privateai-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Privateai API Token,HIGH,SECRET,privateai-api-token,
guardian.pulumi-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Pulumi API Token,HIGH,SECRET,pulumi-api-token,
guardian.pypi-upload-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Pypi Upload Token,HIGH,SECRET,pypi-upload-token,
guardian.rapidapi-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Rapidapi Access Token,HIGH,SECRET,rapidapi-access-token,
guardian.readme-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Readme API Token,HIGH,SECRET,readme-api-token,
guardian.rubygems-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Rubygems API Token,HIGH,SECRET,rubygems-api-token,
guardian.scalingo-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Scalingo API Token,HIGH,SECRET,scalingo-api-token,
guardian.sendbird-access-id,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sendbird Access ID,HIGH,SECRET,sendbird-access-id,
guardian.sendbird-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sendbird Access Token,HIGH,SECRET,sendbird-access-token,
guardian.sendgrid-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sendgrid API Token,HIGH,SECRET,sendgrid-api-token,
guardian.sendinblue-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sendinblue API Token,HIGH,SECRET,sendinblue-api-token,
guardian.sentry-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sentry Access Token,HIGH,SECRET,sentry-access-token,
guardian.sentry-org-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sentry Org Token,HIGH,SECRET,sentry-org-token,
guardian.sentry-user-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sentry User Token,HIGH,SECRET,sentry-user-token,
guardian.settlemint-application-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Settlemint Application Access Token,HIGH,SECRET,settlemint-application-access-token,
guardian.settlemint-personal-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Settlemint Personal Access Token,HIGH,SECRET,settlemint-personal-access-token,
guardian.settlemint-service-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Settlemint Service Access Token,HIGH,SECRET,settlemint-service-access-token,
guardian.shippo-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Shippo API Token,HIGH,SECRET,shippo-api-token,
guardian.shopify-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Shopify Access Token,HIGH,SECRET,shopify-access-token,
guardian.shopify-custom-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Shopify Custom Access Token,HIGH,SECRET,shopify-custom-access-token,
guardian.shopify-private-app-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Shopify Private App Access Token,HIGH,SECRET,shopify-private-app-access-token,
guardian.shopify-shared-secret,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Shopify Shared Secret,HIGH,SECRET,shopify-shared-secret,
guardian.sidekiq-secret,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sidekiq Secret,HIGH,SECRET,sidekiq-secret,
guardian.sidekiq-sensitive-url,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sidekiq Sensitive Url,HIGH,SECRET,sidekiq-sensitive-url,
guardian.slack-app-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Slack App Token,HIGH,SECRET,slack-app-token,
guardian.slack-bot-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Slack Bot Token,HIGH,SECRET,slack-bot-token,
guardian.slack-config-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Slack Config Access Token,HIGH,SECRET,slack-config-access-token,
guardian.slack-config-refresh-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Slack Config Refresh Token,HIGH,SECRET,slack-config-refresh-token,
guardian.slack-legacy-bot-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Slack Legacy Bot Token,HIGH,SECRET,slack-legacy-bot-token,
guardian.slack-legacy-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Slack Legacy Token,HIGH,SECRET,slack-legacy-token,
guardian.slack-legacy-workspace-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Slack Legacy Workspace Token,HIGH,SECRET,slack-legacy-workspace-token,
guardian.slack-user-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Slack User Token,HIGH,SECRET,slack-user-token,
guardian.slack-webhook-url,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Slack Webhook Url,HIGH,SECRET,slack-webhook-url,
guardian.snyk-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Snyk API Token,HIGH,SECRET,snyk-api-token,
guardian.sonar-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sonar API Token,HIGH,SECRET,sonar-api-token,
guardian.sourcegraph-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sourcegraph Access Token,HIGH,SECRET,sourcegraph-access-token,
guardian.square-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Square Access Token,HIGH,SECRET,square-access-token,
guardian.squarespace-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Squarespace Access Token,HIGH,SECRET,squarespace-access-token,
guardian.stripe-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Stripe Access Token,CRITICAL,SECRET,stripe-access-token,
guardian.stripe-live-secret-key,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Stripe Live Secret Key,CRITICAL,SECRET,stripe-live-secret-key,
guardian.sumologic-access-id,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sumologic Access ID,HIGH,SECRET,sumologic-access-id,
guardian.sumologic-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Sumologic Access Token,HIGH,SECRET,sumologic-access-token,
guardian.telegram-bot-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Telegram Bot API Token,HIGH,SECRET,telegram-bot-api-token,
guardian.travisci-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Travisci Access Token,HIGH,SECRET,travisci-access-token,
guardian.twilio-api-key,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Twilio API Key,HIGH,SECRET,twilio-api-key,
guardian.twitch-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Twitch API Token,HIGH,SECRET,twitch-api-token,
guardian.twitter-access-secret,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Twitter Access Secret,HIGH,SECRET,twitter-access-secret,
guardian.twitter-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Twitter Access Token,HIGH,SECRET,twitter-access-token,
guardian.twitter-api-key,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Twitter API Key,HIGH,SECRET,twitter-api-key,
guardian.twitter-api-secret,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Twitter API Secret,HIGH,SECRET,twitter-api-secret,
guardian.twitter-bearer-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Twitter Bearer Token,HIGH,SECRET,twitter-bearer-token,
guardian.typeform-api-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Typeform API Token,HIGH,SECRET,typeform-api-token,
guardian.vault-batch-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Vault Batch Token,HIGH,SECRET,vault-batch-token,
guardian.vault-service-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Vault Service Token,HIGH,SECRET,vault-service-token,
guardian.yandex-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Yandex Access Token,HIGH,SECRET,yandex-access-token,
guardian.yandex-api-key,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Yandex API Key,HIGH,SECRET,yandex-api-key,
guardian.yandex-aws-access-token,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Yandex AWS Access Token,HIGH,SECRET,yandex-aws-access-token,
guardian.zendesk-secret-key,guardian,never_exercised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,Zendesk Secret Key,CRITICAL,SECRET,zendesk-secret-key,
